timestamp,btc_dominance,eth_dominance,score,active_cryptocurrencies,active_market_pairs,active_exchanges,USD_total_market_cap,USD_total_volume24h,USD_total_volume24h_reported,USD_altcoin_volume24h,USD_altcoin_volume24h_reported,USD_altcoin_market_cap,USD_original_score,total_cryptocurrencies,total_exchanges,origin_id
2014-01-01,87.6262,0,1388534400000,NA,NA,NA,10553499648,32186200,0,11061100,0,1305869952,1388534520,NA,NA,NA
2014-01-02,87.491,0,1388620800000,NA,NA,NA,10760699904,40160800,0,17000500,0,1346060032,1388620920,NA,NA,NA
2014-01-03,87.1947,0,1388707200000,NA,NA,NA,11201599488,104306000,0,65756900,0,1434390016,1388707320,NA,NA,NA
2014-01-04,87.8253,0,1388793600000,NA,NA,NA,11402800128,81151400,0,43222900,0,1388259968,1388793720,NA,NA,NA
2014-01-05,88.1162,0,1388880000000,NA,NA,NA,11882099712,63420000,0,25432700,0,1412050048,1388880120,NA,NA,NA
2014-01-06,88.791,0,1388966400000,NA,NA,NA,12875700224,115640000,0,42507200,0,1443229952,1388966520,NA,NA,NA
2014-01-07,88.6379,0,1389052800000,NA,NA,NA,13110099968,156352000,0,70786000,0,1489590016,1389052920,NA,NA,NA
2014-01-08,89.3615,0,1389139200000,NA,NA,NA,10802599936,138380000,0,55320000,0,1149240064,1389139320,NA,NA,NA
2014-01-09,89.1749,0,1389225600000,NA,NA,NA,11650100224,128696000,0,58673100,0,1261139968,1389225720,NA,NA,NA
2014-01-10,89.2643,0,1389312000000,NA,NA,NA,11512299520,84935000,0,26189200,0,1235929984,1389312120,NA,NA,NA
2014-01-11,89.2616,0,1389398400000,NA,NA,NA,11897499648,46837100,0,15164400,0,1277600000,1389398520,NA,NA,NA
2014-01-12,89.2643,0,1389484800000,NA,NA,NA,12602900480,77831504,0,32209400,0,1353010048,1389484920,NA,NA,NA
2014-01-13,89.3148,0,1389571200000,NA,NA,NA,11765099520,63735400,0,24742300,0,1257120000,1389571320,NA,NA,NA
2014-01-14,89.6112,0,1389657600000,NA,NA,NA,11569999872,51027900,0,5738710,0,1201980032,1389657720,NA,NA,NA
2014-01-15,89.4696,0,1389744000000,NA,NA,NA,11409699840,31628200,0,10815200,0,1201490048,1389744120,NA,NA,NA
2014-01-16,89.342,0,1389830400000,NA,NA,NA,11815799808,44852900,0,16780100,0,1259320064,1389830520,NA,NA,NA
2014-01-17,89.4629,0,1389916800000,NA,NA,NA,11447400448,30490300,0,11006300,0,1206220032,1389916920,NA,NA,NA
2014-01-18,89.4809,0,1390003200000,NA,NA,NA,11198300160,53525100,0,14643500,0,1177959936,1390003320,NA,NA,NA
2014-01-19,89.2595,0,1390089600000,NA,NA,NA,11568400384,29290100,0,11375400,0,1242499968,1390089720,NA,NA,NA
2014-01-20,89.1607,0,1390176000000,NA,NA,NA,12003600384,40296200,0,14859700,0,1301110016,1390176120,NA,NA,NA
2014-01-21,89.0147,0,1390262400000,NA,NA,NA,12036200448,45672800,0,18904500,0,1322210048,1390262520,NA,NA,NA
2014-01-22,88.7,0,1390348800000,NA,NA,NA,11973300224,42872500,0,23875200,0,1352979968,1390348920,NA,NA,NA
2014-01-23,89.1001,0,1390435200000,NA,NA,NA,11679099904,42104100,0,23468900,0,1273010048,1390435320,NA,NA,NA
2014-01-24,89.2276,0,1390521600000,NA,NA,NA,11331600384,35572900,0,20165100,0,1220690048,1390521720,NA,NA,NA
2014-01-25,89.4426,0,1390608000000,NA,NA,NA,10954800128,71230400,0,36335400,0,1156540032,1390608120,NA,NA,NA
2014-01-26,88.9975,0,1390694400000,NA,NA,NA,11757400064,48678300,0,24384400,0,1293609984,1390694520,NA,NA,NA
2014-01-27,89.1483,0,1390780800000,NA,NA,NA,12214800384,56462000,0,24392000,0,1325510016,1390780920,NA,NA,NA
2014-01-28,89.4392,0,1390867200000,NA,NA,NA,10660100096,76038704,0,26311400,0,1125799936,1390867320,NA,NA,NA
2014-01-29,89.4313,0,1390953600000,NA,NA,NA,11194399744,68820000,0,24072800,0,1183110016,1390953720,NA,NA,NA
2014-01-30,89.4473,0,1391040000000,NA,NA,NA,11387299840,28626100,0,10924600,0,1201670016,1391040120,NA,NA,NA
2014-01-31,89.4328,0,1391126400000,NA,NA,NA,11288699904,44598400,0,14696800,0,1192889984,1391126520,NA,NA,NA
2014-02-01,89.2172,0,1391212800000,NA,NA,NA,11511300096,26735900,0,9449270,0,1241240064,1391212920,NA,NA,NA
2014-02-02,89.1497,0,1391299200000,NA,NA,NA,11524800512,32873400,0,13309200,0,1250480000,1391299320,NA,NA,NA
2014-02-03,89.0466,0,1391385600000,NA,NA,NA,11416999936,20631000,0,9360360,0,1250550016,1391385720,NA,NA,NA
2014-02-04,89.2779,0,1391472000000,NA,NA,NA,11406900224,22532000,0,8501920,0,1223049984,1391472120,NA,NA,NA
2014-02-05,89.4494,0,1391558400000,NA,NA,NA,11447199744,29317100,0,12732500,0,1207760000,1391558520,NA,NA,NA
2014-02-06,89.5313,0,1391644800000,NA,NA,NA,11261400064,37350400,0,14548800,0,1178919936,1391644920,NA,NA,NA
2014-02-07,89.5901,0,1391731200000,NA,NA,NA,10766699520,64001600,0,14222200,0,1120800000,1391731320,NA,NA,NA
2014-02-08,89.3334,0,1391817600000,NA,NA,NA,9620620288,138444992,0,25659000,0,1026200000,1391817720,NA,NA,NA
2014-02-09,89.1973,0,1391904000000,NA,NA,NA,9281949696,47547600,0,10929200,0,1002700032,1391904120,NA,NA,NA
2014-02-10,89.0596,0,1391990400000,NA,NA,NA,9434380288,51492500,0,12589200,0,1032160000,1391990520,NA,NA,NA
2014-02-11,89.202,0,1392076800000,NA,NA,NA,9481849856,155130000,0,42198300,0,1023849984,1392076920,NA,NA,NA
2014-02-12,88.8216,0,1392163200000,NA,NA,NA,9333329920,105055000,0,32859800,0,1043320000,1392163320,NA,NA,NA
2014-02-13,88.8495,0,1392249600000,NA,NA,NA,9087979520,42317600,0,17208200,0,1013350016,1392249720,NA,NA,NA
2014-02-14,88.9188,0,1392336000000,NA,NA,NA,8389510144,65737400,0,26835100,0,929656000,1392336120,NA,NA,NA
2014-02-15,89.0445,0,1392422400000,NA,NA,NA,9188410368,150948992,0,49154700,0,1006630016,1392422520,NA,NA,NA
2014-02-16,88.8038,0,1392508800000,NA,NA,NA,9092780032,44393200,0,17921600,0,1018049984,1392508920,NA,NA,NA
2014-02-17,88.7791,0,1392595200000,NA,NA,NA,8597449728,56690900,0,16644800,0,964712000,1392595320,NA,NA,NA
2014-02-18,77.3645,0,1392681600000,NA,NA,NA,10080300032,49656200,0,17643500,0,2281730048,1392681720,NA,NA,NA
2014-02-19,88.7642,0,1392768000000,NA,NA,NA,8756859904,31291200,0,11259900,0,983904000,1392768120,NA,NA,NA
2014-02-20,88.6727,0,1392854400000,NA,NA,NA,8742389760,28048500,0,14170600,0,990275008,1392854520,NA,NA,NA
2014-02-21,88.645,0,1392940800000,NA,NA,NA,7798000128,72914200,0,25639500,0,885465984,1392940920,NA,NA,NA
2014-02-22,88.9594,0,1393027200000,NA,NA,NA,8049269760,65161500,0,17949800,0,888686016,1393027320,NA,NA,NA
2014-02-23,88.8557,0,1393113600000,NA,NA,NA,8456600064,44184900,0,12782700,0,942425024,1393113720,NA,NA,NA
2014-02-24,88.7644,0,1393200000000,NA,NA,NA,8513099776,52479600,0,18391000,0,956497024,1393200120,NA,NA,NA
2014-02-25,88.3771,0,1393286400000,NA,NA,NA,7458590208,70473200,0,14597300,0,866902016,1393286520,NA,NA,NA
2014-02-26,88.8644,0,1393372800000,NA,NA,NA,7489840128,163786000,0,39491700,0,834041984,1393372920,NA,NA,NA
2014-02-27,89.1169,0,1393459200000,NA,NA,NA,8128019968,84957000,0,20691900,0,884579008,1393459320,NA,NA,NA
2014-02-28,87.4377,0,1393545600000,NA,NA,NA,8248039936,35596100,0,9993920,0,1036140032,1393545720,NA,NA,NA
2014-03-01,87.1441,0,1393632000000,NA,NA,NA,7778590208,41190400,0,12967000,0,1000009984,1393632120,NA,NA,NA
2014-03-02,87.6995,0,1393718400000,NA,NA,NA,8061109760,28168800,0,9957750,0,991556992,1393718520,NA,NA,NA
2014-03-03,87.0663,0,1393804800000,NA,NA,NA,8025630208,17991000,0,9995350,0,1038009984,1393804920,NA,NA,NA
2014-03-04,84.5728,0,1393891200000,NA,NA,NA,9845340160,128748000,0,32701000,0,1518860032,1393891320,NA,NA,NA
2014-03-05,83.662,0,1393977600000,NA,NA,NA,9947599872,117840000,0,62562000,0,1625240064,1393977720,NA,NA,NA
2014-03-06,86.0193,0,1394064000000,NA,NA,NA,9658000384,40563000,0,18230600,0,1350259968,1394064120,NA,NA,NA
2014-03-07,87.0475,0,1394150400000,NA,NA,NA,9540490240,29649200,0,13449600,0,1235740032,1394150520,NA,NA,NA
2014-03-08,87.6916,0,1394236800000,NA,NA,NA,8978209792,46192600,0,11992600,0,1105069952,1394236920,NA,NA,NA
2014-03-09,86.9214,0,1394323200000,NA,NA,NA,8837059584,29520700,0,10801500,0,1155760000,1394323320,NA,NA,NA
2014-03-10,87.1671,0,1394409600000,NA,NA,NA,9140330496,26725800,0,11216600,0,1172969984,1394409720,NA,NA,NA
2014-03-11,86.7678,0,1394496000000,NA,NA,NA,9058180096,30191200,0,9756960,0,1198599936,1394496120,NA,NA,NA
2014-03-12,86.9586,0,1394582400000,NA,NA,NA,9086489600,21746900,0,10022000,0,1184999936,1394582520,NA,NA,NA
2014-03-13,86.8765,0,1394668800000,NA,NA,NA,9104570368,39007500,0,20164000,0,1194840064,1394668920,NA,NA,NA
2014-03-14,87.2815,0,1394755200000,NA,NA,NA,9138209792,20095100,0,8675430,0,1162240000,1394755320,NA,NA,NA
2014-03-15,87.5056,0,1394841600000,NA,NA,NA,9006419968,19430100,0,7527570,0,1125299968,1394841720,NA,NA,NA
2014-03-16,87.7172,0,1394928000000,NA,NA,NA,9074110464,11605000,0,7271600,0,1114550016,1394928120,NA,NA,NA
2014-03-17,87.9054,0,1395014400000,NA,NA,NA,8994100224,14757400,0,9474010,0,1087800064,1395014520,NA,NA,NA
2014-03-18,88.4878,0,1395100800000,NA,NA,NA,8811119616,26553800,0,11899000,0,1014360000,1395100920,NA,NA,NA
2014-03-19,86.9038,0,1395187200000,NA,NA,NA,8862159872,57312300,0,33329300,0,1160610048,1395187320,NA,NA,NA
2014-03-20,87.8902,0,1395273600000,NA,NA,NA,8683039744,54879500,0,40642200,0,1051500032,1395273720,NA,NA,NA
2014-03-21,88.0164,0,1395360000000,NA,NA,NA,8373080064,41059200,0,20580600,0,1003390016,1395360120,NA,NA,NA
2014-03-22,87.965,0,1395446400000,NA,NA,NA,8136790016,64618900,0,26242700,0,979262976,1395446520,NA,NA,NA
2014-03-23,86.8709,0,1395532800000,NA,NA,NA,8161399808,27724900,0,10399400,0,1071520000,1395532920,NA,NA,NA
2014-03-24,87.1972,0,1395619200000,NA,NA,NA,8101510144,15999900,0,6686130,0,1037219968,1395619320,NA,NA,NA
2014-03-25,87.6554,0,1395705600000,NA,NA,NA,8377390080,37327200,0,14583300,0,1034150016,1395705720,NA,NA,NA
2014-03-26,88.8761,0,1395792000000,NA,NA,NA,8237080064,24229200,0,10292800,0,916284992,1395792120,NA,NA,NA
2014-03-27,88.4651,0,1395878400000,NA,NA,NA,8245380096,28701200,0,12350600,0,951092992,1395878520,NA,NA,NA
2014-03-28,89.5168,0,1395964800000,NA,NA,NA,6728269824,97310304,0,32766400,0,705342016,1395964920,NA,NA,NA
2014-03-29,89.4905,0,1396051200000,NA,NA,NA,7049789952,77960200,0,24436400,0,740897984,1396051320,NA,NA,NA
2014-03-30,89.2323,0,1396137600000,NA,NA,NA,6938250240,18285200,0,6998950,0,747091008,1396137720,NA,NA,NA
2014-03-31,89.3455,0,1396224000000,NA,NA,NA,6511099904,57272700,0,14244200,0,693726016,1396224120,NA,NA,NA
2014-04-01,89.4186,0,1396310400000,NA,NA,NA,6438260224,28962600,0,11463100,0,681260032,1396310520,NA,NA,NA
2014-04-02,89.5438,0,1396396800000,NA,NA,NA,6726139904,46153600,0,10648700,0,703297984,1396396920,NA,NA,NA
2014-04-03,90.0814,0,1396483200000,NA,NA,NA,6104529920,69008000,0,19354700,0,605486976,1396483320,NA,NA,NA
2014-04-04,90.3162,0,1396569600000,NA,NA,NA,6233750016,55351200,0,14491600,0,603665024,1396569720,NA,NA,NA
2014-04-05,90.1962,0,1396656000000,NA,NA,NA,6242019840,31953200,0,8933540,0,611953984,1396656120,NA,NA,NA
2014-04-06,90.2518,0,1396742400000,NA,NA,NA,6484029952,18466000,0,4977090,0,632073024,1396742520,NA,NA,NA
2014-04-07,90.1373,0,1396828800000,NA,NA,NA,6473359872,17368300,0,7271350,0,638449984,1396828920,NA,NA,NA
2014-04-08,90.2158,0,1396915200000,NA,NA,NA,6252420096,22470300,0,6944270,0,611748992,1396915320,NA,NA,NA
2014-04-09,90.3014,0,1397001600000,NA,NA,NA,6340639744,16510800,0,5805010,0,614956032,1397001720,NA,NA,NA
2014-04-10,90.3713,0,1397088000000,NA,NA,NA,6181799936,17768800,0,4640630,0,595225024,1397088120,NA,NA,NA
2014-04-11,91.0107,0,1397174400000,NA,NA,NA,5048180224,74263000,0,18375300,0,453796000,1397174520,NA,NA,NA
2014-04-12,90.2711,0,1397260800000,NA,NA,NA,5890789888,82780000,0,22039400,0,573112000,1397260920,NA,NA,NA
2014-04-13,90.5242,0,1397347200000,NA,NA,NA,5888110080,29932700,0,10751300,0,557945984,1397347320,NA,NA,NA
2014-04-14,90.5954,0,1397433600000,NA,NA,NA,5785269760,33532500,0,10804300,0,544081984,1397433720,NA,NA,NA
2014-04-15,90.4496,0,1397520000000,NA,NA,NA,6423029760,74779800,0,23997000,0,613424000,1397520120,NA,NA,NA
2014-04-16,90.0314,0,1397606400000,NA,NA,NA,7340890112,39255700,0,31669300,0,731785984,1397606520,NA,NA,NA
2014-04-17,90.0745,0,1397692800000,NA,NA,NA,7432039936,92858400,0,36542800,0,737667008,1397692920,NA,NA,NA
2014-04-18,90.0912,0,1397779200000,NA,NA,NA,6968730112,56428000,0,22438600,0,690518976,1397779320,NA,NA,NA
2014-04-19,89.8946,0,1397865600000,NA,NA,NA,6753509888,35511400,0,16474700,0,682470016,1397865720,NA,NA,NA
2014-04-20,89.6351,0,1397952000000,NA,NA,NA,7101760000,34599500,0,14984600,0,736086976,1397952120,NA,NA,NA
2014-04-21,89.822,0,1398038400000,NA,NA,NA,7026189824,25128400,0,13055100,0,715126976,1398038520,NA,NA,NA
2014-04-22,89.8082,0,1398124800000,NA,NA,NA,7015240192,24732600,0,9500030,0,714979008,1398124920,NA,NA,NA
2014-04-23,89.9825,0,1398211200000,NA,NA,NA,6885940224,21165600,0,9325640,0,689798976,1398211320,NA,NA,NA
2014-04-24,89.9915,0,1398297600000,NA,NA,NA,6934790144,16910800,0,7190050,0,694067968,1398297720,NA,NA,NA
2014-04-25,89.9425,0,1398384000000,NA,NA,NA,7057780224,23565500,0,10373600,0,709835008,1398384120,NA,NA,NA
2014-04-26,90.8264,0,1398470400000,NA,NA,NA,6454839808,70743000,0,24362200,0,592137984,1398470520,NA,NA,NA
2014-04-27,90.7773,0,1398556800000,NA,NA,NA,6389089792,21395900,0,7950720,0,589246976,1398556920,NA,NA,NA
2014-04-28,91.093,0,1398643200000,NA,NA,NA,6033619968,19197000,0,7690790,0,537416000,1398643320,NA,NA,NA
2014-04-29,90.6797,0,1398729600000,NA,NA,NA,6165170176,31688700,0,8017530,0,574611008,1398729720,NA,NA,NA
2014-04-30,90.6407,0,1398816000000,NA,NA,NA,6270689792,24215400,0,7861910,0,586892992,1398816120,NA,NA,NA
2014-05-01,90.4171,0,1398902400000,NA,NA,NA,6295510016,28880900,0,13444400,0,603294016,1398902520,NA,NA,NA
2014-05-02,90.5419,0,1398988800000,NA,NA,NA,6431560192,21087000,0,8191800,0,608305984,1398988920,NA,NA,NA
2014-05-03,90.7048,0,1399075200000,NA,NA,NA,6295470080,16765800,0,6436550,0,585177024,1399075320,NA,NA,NA
2014-05-04,90.7293,0,1399161600000,NA,NA,NA,6138180096,15728600,0,5876920,0,569051008,1399161720,NA,NA,NA
2014-05-05,90.7069,0,1399248000000,NA,NA,NA,6114189824,9648060,0,3601270,0,568198976,1399248120,NA,NA,NA
2014-05-06,90.7654,0,1399334400000,NA,NA,NA,6072399872,14042200,0,4342440,0,560760000,1399334520,NA,NA,NA
2014-05-07,90.5106,0,1399420800000,NA,NA,NA,6050209792,20075900,0,7530400,0,574129024,1399420920,NA,NA,NA
2014-05-08,90.4738,0,1399507200000,NA,NA,NA,6198419968,26609500,0,8153380,0,590470976,1399507320,NA,NA,NA
2014-05-09,90.4655,0,1399593600000,NA,NA,NA,6201200128,16818200,0,7371440,0,591251008,1399593720,NA,NA,NA
2014-05-10,90.3228,0,1399680000000,NA,NA,NA,6365949952,19218100,0,8874510,0,616046976,1399680120,NA,NA,NA
2014-05-11,90.4491,0,1399766400000,NA,NA,NA,6411890176,14078800,0,7309740,0,612390016,1399766520,NA,NA,NA
2014-05-12,90.495,0,1399852800000,NA,NA,NA,6195539968,18677200,0,6418870,0,588883008,1399852920,NA,NA,NA
2014-05-13,90.4654,0,1399939200000,NA,NA,NA,6220109824,14221300,0,6928700,0,593065024,1399939320,NA,NA,NA
2014-05-14,90.4651,0,1400025600000,NA,NA,NA,6220510208,13307900,0,5621860,0,593116992,1400025720,NA,NA,NA
2014-05-15,90.3248,0,1400112000000,NA,NA,NA,6274140160,16880600,0,7405580,0,607038976,1400112120,NA,NA,NA
2014-05-16,90.2859,0,1400198400000,NA,NA,NA,6326410240,17674300,0,10331300,0,614553024,1400198520,NA,NA,NA
2014-05-17,90.3251,0,1400284800000,NA,NA,NA,6338070016,14046200,0,7569010,0,613203008,1400284920,NA,NA,NA
2014-05-18,90.3957,0,1400371200000,NA,NA,NA,6344439808,8752610,0,5810340,0,609339008,1400371320,NA,NA,NA
2014-05-19,90.3862,0,1400457600000,NA,NA,NA,6309250048,8881520,0,5929880,0,606561024,1400457720,NA,NA,NA
2014-05-20,90.4421,0,1400544000000,NA,NA,NA,6312719872,11624400,0,5369470,0,603363008,1400544120,NA,NA,NA
2014-05-21,90.7442,0,1400630400000,NA,NA,NA,6848840192,52354600,0,11993400,0,633913984,1400630520,NA,NA,NA
2014-05-22,90.8161,0,1400716800000,NA,NA,NA,6924170240,21359500,0,6782480,0,635907008,1400716920,NA,NA,NA
2014-05-23,91.3153,0,1400803200000,NA,NA,NA,7353759744,50987300,0,17767600,0,638654976,1400803320,NA,NA,NA
2014-05-24,90.9742,0,1400889600000,NA,NA,NA,7329789952,60082300,0,25162800,0,661576000,1400889720,NA,NA,NA
2014-05-25,90.976,0,1400976000000,NA,NA,NA,7400249856,23857100,0,12431300,0,667800000,1400976120,NA,NA,NA
2014-05-26,91.2112,0,1401062400000,NA,NA,NA,8029660160,66033700,0,19038000,0,705710016,1401062520,NA,NA,NA
2014-05-27,91.5257,0,1401148800000,NA,NA,NA,8157879808,40674700,0,10457900,0,691324992,1401148920,NA,NA,NA
2014-05-28,91.5544,0,1401235200000,NA,NA,NA,8010769920,53544000,0,15858600,0,676555008,1401235320,NA,NA,NA
2014-05-29,91.7827,0,1401321600000,NA,NA,NA,8065399808,35381400,0,15998000,0,662753984,1401321720,NA,NA,NA
2014-05-30,91.6862,0,1401408000000,NA,NA,NA,7951309824,34990200,0,16282500,0,661057024,1401408120,NA,NA,NA
2014-05-31,92.0246,0,1401494400000,NA,NA,NA,8581910016,51721600,0,19681500,0,684438016,1401494520,NA,NA,NA
2014-06-01,92.2021,0,1401580800000,NA,NA,NA,8681929728,28599700,0,13564100,0,677006016,1401580920,NA,NA,NA
2014-06-02,92.1582,0,1401667200000,NA,NA,NA,8811700224,65782900,0,20378700,0,690992000,1401667320,NA,NA,NA
2014-06-03,92.3147,0,1401753600000,NA,NA,NA,9184159744,62372200,0,16990200,0,705827968,1401753720,NA,NA,NA
2014-06-04,92.3183,0,1401840000000,NA,NA,NA,9295660032,54127700,0,13605700,0,714062016,1401840120,NA,NA,NA
2014-06-05,92.294,0,1401926400000,NA,NA,NA,8916729856,50044900,0,12375100,0,687123968,1401926520,NA,NA,NA
2014-06-06,92.3414,0,1402012800000,NA,NA,NA,9171080192,43766400,0,14237000,0,702379008,1402012920,NA,NA,NA
2014-06-07,92.3332,0,1402099200000,NA,NA,NA,9075940352,28446500,0,9560840,0,695833024,1402099320,NA,NA,NA
2014-06-08,92.4278,0,1402185600000,NA,NA,NA,9114749952,24394100,0,8640060,0,690185024,1402185720,NA,NA,NA
2014-06-09,92.4298,0,1402272000000,NA,NA,NA,9132229632,19269500,0,10620200,0,691331968,1402272120,NA,NA,NA
2014-06-10,92.324,0,1402358400000,NA,NA,NA,9064930304,28418300,0,9305050,0,695820992,1402358520,NA,NA,NA
2014-06-11,92.2312,0,1402444800000,NA,NA,NA,9122169856,28640000,0,10777100,0,708683008,1402444920,NA,NA,NA
2014-06-12,92.093,0,1402531200000,NA,NA,NA,8860309504,34085500,0,8794670,0,700585984,1402531320,NA,NA,NA
2014-06-13,92.0322,0,1402617600000,NA,NA,NA,8211400192,60570600,0,9676220,0,654265024,1402617720,NA,NA,NA
2014-06-14,91.9448,0,1402704000000,NA,NA,NA,8430430208,41791700,0,6915510,0,679084992,1402704120,NA,NA,NA
2014-06-15,91.9749,0,1402790400000,NA,NA,NA,8070179840,45400900,0,6911130,0,647644032,1402790520,NA,NA,NA
2014-06-16,91.9291,0,1402876800000,NA,NA,NA,8295529984,29757900,0,6161200,0,669526976,1402876920,NA,NA,NA
2014-06-17,92.1141,0,1402963200000,NA,NA,NA,8292490240,35789700,0,7252050,0,653942016,1402963320,NA,NA,NA
2014-06-18,92.2422,0,1403049600000,NA,NA,NA,8538639872,26339100,0,7721880,0,662412032,1403049720,NA,NA,NA
2014-06-19,92.1714,0,1403136000000,NA,NA,NA,8526859776,27310600,0,9627710,0,667534016,1403136120,NA,NA,NA
2014-06-20,91.9812,0,1403222400000,NA,NA,NA,8381510144,25387700,0,12162700,0,672096000,1403222520,NA,NA,NA
2014-06-21,92.1743,0,1403308800000,NA,NA,NA,8334179840,32135100,0,14393500,0,652204032,1403308920,NA,NA,NA
2014-06-22,92.1559,0,1403395200000,NA,NA,NA,8345670144,17100700,0,7850760,0,654643008,1403395320,NA,NA,NA
2014-06-23,92.2603,0,1403481600000,NA,NA,NA,8450070016,17434200,0,6555910,0,654008000,1403481720,NA,NA,NA
2014-06-24,92.2384,0,1403568000000,NA,NA,NA,8326790144,20112300,0,6052340,0,646289024,1403568120,NA,NA,NA
2014-06-25,92.2903,0,1403654400000,NA,NA,NA,8165919744,20744500,0,6397900,0,629571968,1403654520,NA,NA,NA
2014-06-26,92.4192,0,1403740800000,NA,NA,NA,7923740160,29134600,0,8590110,0,600684032,1403740920,NA,NA,NA
2014-06-27,92.4839,0,1403827200000,NA,NA,NA,8142550016,21691100,0,6998060,0,612001984,1403827320,NA,NA,NA
2014-06-28,92.6119,0,1403913600000,NA,NA,NA,8354619904,27945400,0,7130820,0,617248000,1403913720,NA,NA,NA
2014-06-29,92.7346,0,1404000000000,NA,NA,NA,8334219776,20899300,0,7904530,0,605516032,1404000120,NA,NA,NA
2014-06-30,92.8652,0,1404086400000,NA,NA,NA,8403489792,14966500,0,6151150,0,599571008,1404086520,NA,NA,NA
2014-07-01,93.2169,0,1404172800000,NA,NA,NA,8973920256,57495700,0,10454400,0,608707968,1404172920,NA,NA,NA
2014-07-02,93.5765,0,1404259200000,NA,NA,NA,8891920384,51461200,0,12738600,0,571169024,1404259320,NA,NA,NA
2014-07-03,93.6805,0,1404345600000,NA,NA,NA,9010929664,39509000,0,14048200,0,569446976,1404345720,NA,NA,NA
2014-07-04,93.5589,0,1404432000000,NA,NA,NA,8941500416,27128900,0,8318940,0,575932992,1404432120,NA,NA,NA
2014-07-05,93.7421,0,1404518400000,NA,NA,NA,8723390464,29852100,0,7614690,0,545897984,1404518520,NA,NA,NA
2014-07-06,93.8658,0,1404604800000,NA,NA,NA,8739640320,17742300,0,8677680,0,536108000,1404604920,NA,NA,NA
2014-07-07,93.9657,0,1404691200000,NA,NA,NA,8783750144,16171900,0,6069520,0,530036000,1404691320,NA,NA,NA
2014-07-08,93.7702,0,1404777600000,NA,NA,NA,8619599872,27611200,0,9566710,0,536987008,1404777720,NA,NA,NA
2014-07-09,93.7417,0,1404864000000,NA,NA,NA,8667830272,17316100,0,7309950,0,542462016,1404864120,NA,NA,NA
2014-07-10,93.7209,0,1404950400000,NA,NA,NA,8667039744,16818700,0,7008340,0,544211968,1404950520,NA,NA,NA
2014-07-11,93.6989,0,1405036800000,NA,NA,NA,8558260224,23773100,0,7883560,0,539260032,1405036920,NA,NA,NA
2014-07-12,93.668,0,1405123200000,NA,NA,NA,8774989824,22587000,0,6125420,0,555628032,1405123320,NA,NA,NA
2014-07-13,93.4848,0,1405209600000,NA,NA,NA,8827360256,22945500,0,9619680,0,575121024,1405209720,NA,NA,NA
2014-07-14,93.3938,0,1405296000000,NA,NA,NA,8732000256,20093900,0,8822530,0,576854976,1405296120,NA,NA,NA
2014-07-15,93.4094,0,1405382400000,NA,NA,NA,8641290240,19852200,0,7128260,0,569513024,1405382520,NA,NA,NA
2014-07-16,93.458,0,1405468800000,NA,NA,NA,8667540480,16116500,0,5250910,0,567032000,1405468920,NA,NA,NA
2014-07-17,93.4941,0,1405555200000,NA,NA,NA,8590310400,19798700,0,6596030,0,558876032,1405555320,NA,NA,NA
2014-07-18,93.2169,0,1405641600000,NA,NA,NA,8700210176,23480900,0,6928770,0,590147008,1405641720,NA,NA,NA
2014-07-19,93.1723,0,1405728000000,NA,NA,NA,8802329600,21413500,0,7230990,0,600995008,1405728120,NA,NA,NA
2014-07-20,93.3021,0,1405814400000,NA,NA,NA,8784589824,12332600,0,5139210,0,588385024,1405814520,NA,NA,NA
2014-07-21,93.305,0,1405900800000,NA,NA,NA,8722499584,10060900,0,4288610,0,583974016,1405900920,NA,NA,NA
2014-07-22,93.0161,0,1405987200000,NA,NA,NA,8728659968,15086300,0,4374190,0,609603008,1405987320,NA,NA,NA
2014-07-23,93.1181,0,1406073600000,NA,NA,NA,8705349632,14471100,0,4866860,0,599089984,1406073720,NA,NA,NA
2014-07-24,93.162,0,1406160000000,NA,NA,NA,8680880128,15211000,0,4141520,0,593596992,1406160120,NA,NA,NA
2014-07-25,93.3517,0,1406246400000,NA,NA,NA,8414060032,28235400,0,7290470,0,559393984,1406246520,NA,NA,NA
2014-07-26,93.3784,0,1406332800000,NA,NA,NA,8414689792,18542500,0,6278400,0,557185984,1406332920,NA,NA,NA
2014-07-27,93.4018,0,1406419200000,NA,NA,NA,8332630016,14420400,0,3684090,0,549801024,1406419320,NA,NA,NA
2014-07-28,93.3788,0,1406505600000,NA,NA,NA,8315639808,12228800,0,4431470,0,550596992,1406505720,NA,NA,NA
2014-07-29,93.4229,0,1406592000000,NA,NA,NA,8193970176,24583900,0,5284670,0,538926976,1406592120,NA,NA,NA
2014-07-30,93.3711,0,1406678400000,NA,NA,NA,8189499904,15329500,0,4059540,0,542873024,1406678520,NA,NA,NA
2014-07-31,93.4196,0,1406764800000,NA,NA,NA,7944659968,20851800,0,5892250,0,522788992,1406764920,NA,NA,NA
2014-08-01,93.3096,0,1406851200000,NA,NA,NA,8220480000,30458400,0,7991850,0,549982016,1406851320,NA,NA,NA
2014-08-02,93.2956,0,1406937600000,NA,NA,NA,8346180096,23311300,0,5092320,0,559561984,1406937720,NA,NA,NA
2014-08-03,93.293,0,1407024000000,NA,NA,NA,8264730112,12336600,0,3991600,0,554313984,1407024120,NA,NA,NA
